Test Number,HM,Species Order,Species Family,Species Genus,Taxon,Time,Temp,Hardness,Log Conc(ug/L),Log Conc PM,Avg Taxon,Avg Order,Organism Age,Organism Lifestage,Endpoint,Reference Number,Publication Year,Author,Exclusion,Reason
93081,Fe,Cyclopoida,Cyclopidae,Cyclops,Cyclops viridis,4,27,,4.150788091,4.78260212,4.771861834,4.771861834,NR,NR,LC50,11539,1984,"Mukhopadhyay, M.K., and S.K. Konar",yes,Double entry
446,Fe,Decapoda,Astacidae,Austropotamobius,Austropotamobius pallipes ssp. pall,4,16,,4.271967831,4.378173165,4.378173165,4.407732712,NR,NR,LC50,5421,1973,"Boutet, C., and C. Chaisemartin",no,
166538,Fe,Decapoda,Atyidae,Caridina,Caridina nilotica,4,,,3.931270313,4.228606082,4.228606082,4.407732712,NR,NR,LC50,17356,1988,"Mowbray, D.L.",no,
1652,Fe,Decapoda,Cambaridae,Orconectes,Orconectes limosus,4,16,,4.510213557,4.616418891,4.616418891,4.407732712,NR,NR,LC50,5421,1973,"Boutet, C., and C. Chaisemartin",no,
19775,Fe,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella subvaria,4,,,2.50796565,2.805301419,2.805301419,4.048711471,NR,NR,LC50,2026,1969,"Warnick, S.L., and H.L. Bell",no,
19775,Fe,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella subvaria,4,,,2.50796565,2.805301419,2.805301419,4.048711471,NR,NR,LC50,2026,1969,"Warnick, S.L., and H.L. Bell",yes,Double entry
49134,Fe,Ephemeroptera,Leptophlebiidae,Leptophlebia,Leptophlebia marginata,4,,,4.957388654,5.254724422,5.292121522,4.048711471,NR,NY,LC50,17273,1994,"Gerhardt, A.",no,
49135,Fe,Ephemeroptera,Leptophlebiidae,Leptophlebia,Leptophlebia marginata,4,,,5.032182854,5.329518622,5.292121522,4.048711471,NR,NY,LC50,17273,1994,"Gerhardt, A.",no,
93086,Fe,Haplotaxida,Tubificidae,Branchiura,Branchiura sowerbyi,4,27,,5.261179187,5.892993216,5.95760092,5.259286502,NR,NR,LC50,11539,1984,"Mukhopadhyay, M.K., and S.K. Konar",no,
93085,Fe,Haplotaxida,Tubificidae,Branchiura,Branchiura sowerbyi,4,27,,5.348427315,5.980241345,5.95760092,5.259286502,NR,NR,LC50,11539,1984,"Mukhopadhyay, M.K., and S.K. Konar",no,
93084,Fe,Haplotaxida,Tubificidae,Branchiura,Branchiura sowerbyi,4,27,,5.367754169,5.999568198,5.95760092,5.259286502,NR,NR,LC50,11539,1984,"Mukhopadhyay, M.K., and S.K. Konar",no,
34415,Fe,Haplotaxida,Tubificidae,Tubifex,Tubifex tubifex,1,,,4.595093889,4.289692979,4.560972084,5.259286502,NR,NR,EC50,2918,1991,"Khangarot, B.S.",no,
34416,Fe,Haplotaxida,Tubificidae,Tubifex,Tubifex tubifex,2,,,4.549960038,4.545927467,4.560972084,5.259286502,NR,NR,EC50,2918,1991,"Khangarot, B.S.",no,
34417,Fe,Haplotaxida,Tubificidae,Tubifex,Tubifex tubifex,4,,,4.549960038,4.847295806,4.560972084,5.259286502,NR,NR,EC50,2918,1991,"Khangarot, B.S.",yes,Repetition in the same reference for different conditions
54860,Fe,Isopoda,Asellidae,Asellus,Asellus aquaticus,2,,,4.914431131,4.91039856,4.658361163,4.806656335,NR,NR,LC50,474,1979,"Furmanska, M.",no,
99132,Fe,Isopoda,Asellidae,Asellus,Asellus aquaticus,2,13,50,4.80477882,4.466267988,4.658361163,4.806656335,NR,AD,EC50,11972,1986,"Martin, T.R., and D.M. Holdich",no,
99133,Fe,Isopoda,Asellidae,Asellus,Asellus aquaticus,4,13,50,4.635559434,4.598416942,4.658361163,4.806656335,NR,AD,EC50,11972,1986,"Martin, T.R., and D.M. Holdich",no,
202521,Fe,Isopoda,Asellidae,Lirceus,Lirceus fontinalis,4,20.9,116,4.911201733,5.251541849,5.251541849,4.806656335,NR,NR,LC50,45826,1985,"Birge, W.J., J.A. Black, A.G. Westerman, T.M. Short, S.B. Taylor, D.M. Bruser, and E.D. Wallingford",no,
197602,Fe,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,1,20,,-0.49540621,-0.80080712,-0.80080712,-0.80080712,NR,NR,LC50,5072,1998,"Tatara, C.P., M.C. Newman, J.T. McCloskey, and P.L. Williams",no,
71447,Hg,,,,Oligochaeta,4,34.5,,2.364382308,3.354565903,3.354565903,,NR,NR,LC50,15207,1982,"Chapman, P.M., M.A. Farrell, and R.O. Brinkhurst",yes,Missing taxon
121596,Hg,,,,Trichoptera,1,17,50,3.752400816,3.30365208,3.270141062,,NR,NR,LC50,2020,1973,"Rehwoldt, R., L. Lasko, C. Shaw, and E. Wirhowski",yes,Missing taxon
121597,Hg,,,,Trichoptera,4,17,50,3.082642103,3.236630045,3.270141062,,NR,NR,LC50,2020,1973,"Rehwoldt, R., L. Lasko, C. Shaw, and E. Wirhowski",yes,Missing taxon
96234,Hg,,,,Tubificidae,2,20,,2.126238751,2.12220618,2.12220618,,NR,NR,LC50,15788,1983,"Slooff, W.",yes,Missing taxon
121598,Hg,,,,Zygoptera,1,17,50,3.509089604,3.060340867,3.148485456,,NR,NR,LC50,2020,1973,"Rehwoldt, R., L. Lasko, C. Shaw, and E. Wirhowski",yes,Missing taxon
121599,Hg,,,,Zygoptera,4,17,50,3.082642103,3.236630045,3.148485456,,NR,NR,LC50,2020,1973,"Rehwoldt, R., L. Lasko, C. Shaw, and E. Wirhowski",yes,Missing taxon
99148,Hg,Amphipoda,Crangonyctidae,Crangonyx,Crangonyx pseudogracilis,2,13,50,2.543492861,2.204982029,1.018115613,1.468649794,NR,AD,EC50,11972,1986,"Martin, T.R., and D.M. Holdich",yes,S not fitting in the same species
99149,Hg,Amphipoda,Crangonyctidae,Crangonyx,Crangonyx pseudogracilis,4,13,50,-0.131608311,-0.168750804,1.018115613,1.468649794,NR,AD,EC50,11972,1986,"Martin, T.R., and D.M. Holdich",yes,S not fitting in the same species
168942,Hg,Amphipoda,Gammaridae,Echinogammarus,Echinogammarus tibaldii,4,8,,2.57039521,2.294339674,2.294339674,1.468649794,NR,AD,LC50,18621,1997,"Pantani, C., G. Pannunzio, M. De Cristofaro, A.A. Novelli, and M. Salvatori",no,
168941,Hg,Amphipoda,Gammaridae,Gammarus,Gammarus italicus,4,8,,2.697642868,2.421587332,2.421587332,1.468649794,NR,AD,LC50,18621,1997,"Pantani, C., G. Pannunzio, M. De Cristofaro, A.A. Novelli, and M. Salvatori",no,
96242,Hg,Amphipoda,Gammaridae,Gammarus,Gammarus pulex,2,20,,0.869620754,0.865588183,0.865588183,1.468649794,NR,NR,LC50,15788,1983,"Slooff, W.",no,
121594,Hg,Amphipoda,Gammaridae,Gammarus,Gammarus sp.,1,17,50,1.956438987,1.507690251,1.331401073,1.468649794,NR,NR,LC50,2020,1973,"Rehwoldt, R., L. Lasko, C. Shaw, and E. Wirhowski",no,
121595,Hg,Amphipoda,Gammaridae,Gammarus,Gammarus sp.,4,17,50,1.001123953,1.155111896,1.331401073,1.468649794,NR,NR,LC50,2020,1973,"Rehwoldt, R., L. Lasko, C. Shaw, and E. Wirhowski",no,
144537,Hg,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus proboscideus,1,,,1.906509692,1.601108782,1.511115714,1.528850193,NR,NR,LC50,13669,1994,"Calleja, M.C., G. Persoone, and P. Geladi",no,
157790,Hg,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus proboscideus,1,25,90,1.388612368,1.322124501,1.511115714,1.528850193,2-3,NU,LC50,14250,1993,"Centeno, M.D., L. Brendonck, and G. Persoone",no,
157791,Hg,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus proboscideus,1,25,90,1.676601725,1.610113858,1.511115714,1.528850193,2-3,NU,LC50,14250,1993,"Centeno, M.D., L. Brendonck, and G. Persoone",no,
164024,Hg,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.648541499,1.582053632,1.582053632,1.528850193,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",no,
182771,Hg,Aphelenchida,Aphelenchidae,Aphelenchus,Aphelenchus avenae,2,21,,2.828276694,2.872026732,3.304956361,3.304956361,NR,JV,LC50,19804,1998,"Camargo, J.A., G. Nombela, M. Muniz, and A. Navas",no,
182764,Hg,Aphelenchida,Aphelenchidae,Aphelenchus,Aphelenchus avenae,2,21,,3.671976871,3.715726908,3.304956361,3.304956361,NR,AD,LC50,19804,1998,"Camargo, J.A., G. Nombela, M. Muniz, and A. Navas",no,
182772,Hg,Aphelenchida,Aphelenchidae,Aphelenchus,Aphelenchus avenae,3,21,,2.718135298,2.938174514,3.304956361,3.304956361,NR,JV,LC50,19804,1998,"Camargo, J.A., G. Nombela, M. Muniz, and A. Navas",no,
182765,Hg,Aphelenchida,Aphelenchidae,Aphelenchus,Aphelenchus avenae,3,21,,3.398266887,3.618306102,3.304956361,3.304956361,NR,AD,LC50,19804,1998,"Camargo, J.A., G. Nombela, M. Muniz, and A. Navas",no,
182773,Hg,Aphelenchida,Aphelenchidae,Aphelenchus,Aphelenchus avenae,4,21,,2.685791962,3.03091034,3.304956361,3.304956361,NR,JV,LC50,19804,1998,"Camargo, J.A., G. Nombela, M. Muniz, and A. Navas",no,
182766,Hg,Aphelenchida,Aphelenchidae,Aphelenchus,Aphelenchus avenae,4,21,,3.309475192,3.654593569,3.304956361,3.304956361,NR,AD,LC50,19804,1998,"Camargo, J.A., G. Nombela, M. Muniz, and A. Navas",no,
112186,Hg,Architaenioglossa,Viviparidae,Viviparus,Viviparus bengalensis,1,25,52,2.626197701,2.559709834,2.756823156,2.756823156,NR,NR,LC50,5179,1990,"Seth, R.N., R.K. Tyagi, and R.S. Panwar",no,
113890,Hg,Architaenioglossa,Viviparidae,Viviparus,Viviparus bengalensis,4,25,52,2.417687666,2.953936478,2.756823156,2.756823156,NR,NR,LC50,5179,1990,"Seth, R.N., R.K. Tyagi, and R.S. Panwar",no,
75404,Hg,Basommatophora,Physidae,Aplexa,Aplexa hypnorum,4,25.1,50,2.438900781,2.979927853,2.979927853,2.428817988,NR,AD,LC50,10417,1983,"Holcombe, G.W., G.L. Phipps, and J.T. Fiandt",no,
103746,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,1,32,195,1.700879568,1.968869962,2.053654152,2.428817988,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
103747,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,2,32,195,1.416563712,1.985922446,2.053654152,2.428817988,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
103748,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,3,32,195,1.363258355,2.108906266,2.053654152,2.428817988,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
103749,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,4,32,195,1.280190861,2.150917933,2.053654152,2.428817988,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
189515,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea stagnalis,1,20,,2.763736871,2.458335961,2.666204358,2.428817988,3-4,NR,LC50,14863,1982,"Slooff, W.",no,
189516,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea stagnalis,2,20,,2.649665452,2.645632881,2.666204358,2.428817988,3-4,NR,LC50,14863,1982,"Slooff, W.",no,
96238,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea stagnalis,2,20,,2.657159713,2.653127142,2.666204358,2.428817988,NR,NR,LC50,15788,1983,"Slooff, W.",no,
75727,Hg,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea stagnalis,2,20,,2.911754021,2.90772145,2.666204358,2.428817988,3-4,NR,LC50,10574,1983,"Slooff, W., J.H. Canton, and J.L.M. Hermens",no,
114920,Hg,Calanoida,Diaptomidae,Diaptomus,Diaptomus leptopus,2,18,,1.523462337,1.423864548,1.529037799,1.90815214,NR,NR,EC50,10724,1984,"Lalande, M., and B. Pinel-Alloul",no,
114921,Hg,Calanoida,Diaptomidae,Diaptomus,Diaptomus leptopus,2,18,,1.733808837,1.634211049,1.529037799,1.90815214,NR,NR,EC50,10724,1984,"Lalande, M., and B. Pinel-Alloul",no,
1699,Hg,Calanoida,Diaptomidae,Eudiaptomus,Eudiaptomus padanus ssp. padanus,2,10,,2.932711456,2.450852798,2.450852798,1.90815214,NR,AD,EC50,5339,1974,"Baudouin, M.F., and P. Scoppa",no,
114919,Hg,Calanoida,Diaptomidae,Skistodiaptomus,Skistodiaptomus oregonensis,2,18,,1.895973904,1.796376115,2.015916153,1.90815214,CI-CIV,JV,EC50,10724,1984,"Lalande, M., and B. Pinel-Alloul",no,
114918,Hg,Calanoida,Diaptomidae,Skistodiaptomus,Skistodiaptomus oregonensis,2,18,,2.335053979,2.235456191,2.015916153,1.90815214,NR,AD,EC50,10724,1984,"Lalande, M., and B. Pinel-Alloul",no,
16071,Hg,Cladocera,Bosminidae,Bosmina,Bosmina longirostris,4,,,-0.391537442,-0.094201673,-0.077203733,1.057269941,NR,NE,EC50,2210,1980,"Novak, A., B.S. Walters, and D.R.M. Passino",no,
9443,Hg,Cladocera,Bosminidae,Bosmina,Bosmina longirostris,4,,,-0.357541561,-0.060205793,-0.077203733,1.057269941,NR,NE,EC50,2210,1980,"Novak, A., B.S. Walters, and D.R.M. Passino",no,
232663,Hg,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,1,25,80,1.081674916,1.015187049,1.17697619,1.057269941,<24,NE,LC50,45021,1996,"Hockett, J.R., and D.R. Mount",no,
232665,Hg,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,1,25,172,1.303773013,1.237285147,1.17697619,1.057269941,<24,NE,LC50,45021,1996,"Hockett, J.R., and D.R. Mount",no,
162608,Hg,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,22,,0.983587062,1.075119708,1.17697619,1.057269941,<24,NE,EC50,16719,1996,"Jung, K., G. Bitton, and B. Koopman",no,
232664,Hg,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,25,80,1.002404674,1.237285147,1.17697619,1.057269941,<24,NE,LC50,45021,1996,"Hockett, J.R., and D.R. Mount",no,
99376,Hg,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,25,100,0.945544227,1.180424699,1.17697619,1.057269941,<24,NR,LC50,12093,1986,"Spehar, R.L., and J.T. Fiandt",no,
232666,Hg,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,25,172,1.081674916,1.316555389,1.17697619,1.057269941,<24,NE,LC50,45021,1996,"Hockett, J.R., and D.R. Mount",no,
99704,Hg,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia reticulata,2,23,,0.331309401,0.470624656,0.470624656,1.057269941,<24,LV,EC50,12258,1986,"Elnabarawy, M.T., A.N. Welter, and R.R. Robideau",no,
22111,Hg,Cladocera,Chydoridae,Chydorus,Chydorus sphaericus,2,18,10,1.641234056,1.541636267,1.405853941,1.057269941,NR,AD,EC50,4258,1983,"Lalande, M., and B. Pinel-Alloul",no,
22110,Hg,Cladocera,Chydoridae,Chydorus,Chydorus sphaericus,2,18,12,1.21232319,1.112725402,1.405853941,1.057269941,NR,AD,EC50,4258,1983,"Lalande, M., and B. Pinel-Alloul",no,
22112,Hg,Cladocera,Chydoridae,Chydorus,Chydorus sphaericus,2,18,84,1.662797943,1.563200155,1.405853941,1.057269941,NR,AD,EC50,4258,1983,"Lalande, M., and B. Pinel-Alloul",no,
24841,Hg,Cladocera,Daphniidae,Daphnia,Daphnia cucullata,2,,,0.362134401,0.35810183,0.36735392,1.057269941,11,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
24840,Hg,Cladocera,Daphniidae,Daphnia,Daphnia cucullata,2,,,0.380638581,0.376606011,0.36735392,1.057269941,11,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
381,Hg,Cladocera,Daphniidae,Daphnia,Daphnia hyalina,2,10,,0.741194823,0.259336165,0.259336165,1.057269941,NR,AD,LC50,5339,1974,"Baudouin, M.F., and P. Scoppa",no,
192225,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,1.47878147,1.17338056,1.050786643,1.057269941,<24,JV,EC50,2919,1998,"De Coen, W.M., M.L. Vangheluwe, and C.R. Janssen",no,
195721,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,1.664626694,1.359225784,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",no,
131820,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,1.73434089,1.428939979,1.050786643,1.057269941,6-24,NR,LC50,4002,1994,"Fargasova, A.",no,
41948,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,1.736749664,1.431348754,1.050786643,1.057269941,NR,NR,EC50,13669,1994,"Calleja, M.C., G. Persoone, and P. Geladi",no,
195716,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,1.970695432,1.665294521,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",no,
105765,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,4.615373194,4.309972284,1.050786643,1.057269941,NR,NR,EC50,6631,1989,"Khangarot, B.S., and P.K. Ray",yes,outlier
211787,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,0.059718967,-0.245681943,1.050786643,1.057269941,<24,NE,LC50,49794,2000,"Guilhermino, L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares",no,
186266,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,0.169760028,-0.135640882,1.050786643,1.057269941,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
186264,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,0.955972537,0.650571627,1.050786643,1.057269941,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
186268,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,0.963042329,0.657641419,1.050786643,1.057269941,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
118286,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.347173159,1.041772249,1.050786643,1.057269941,NR,JV,EC50,6516,1993,"Janssen, C.R., and G. Persoone",no,
140437,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,21,,0.47569658,0.218078278,1.050786643,1.057269941,<24,NE,EC50,16756,1994,"Lilius, H., B. Isomaa, and T. Holmstrom",no,
229831,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,21,16,0.983587062,0.72596876,1.050786643,1.057269941,<=24,NR,LC50,5718,1977,"Bringmann, G., and R. Kuhn",no,
201244,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,21.5,185,1.14741623,0.913689233,1.050786643,1.057269941,<24,NR,EC50,18379,1985,"Adams, W.J., and B.B. Heidolph",no,
162592,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,25,,0.204349404,0.137861537,1.050786643,1.057269941,NR,NR,EC50,16707,1996,"Sorvari, J., and M. Sillanpaa",yes,Repetition in the same reference for different conditions
24835,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,0.114071419,0.110038848,1.050786643,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
24836,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,0.204349404,0.200316833,1.050786643,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
24838,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,0.322581454,0.318548883,1.050786643,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
24837,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,0.362134401,0.35810183,1.050786643,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
28045,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,0.505717743,0.501685172,1.050786643,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
24834,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,0.505717743,0.501685172,1.050786643,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",yes,Double entry
87175,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,0.602736679,0.598704108,1.050786643,1.057269941,<24,NR,LC50,7884,1986,"Ziegenfuss, P.S., W.J. Renaudette, and W.J. Adams",no,
131821,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,1.270939818,1.266907247,1.050786643,1.057269941,6-24,NR,LC50,4002,1994,"Fargasova, A.",no,
195722,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,1.59285289,1.588820319,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",no,
195717,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,1.921235047,1.917202476,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",no,
105766,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,,,4.614401326,4.610368755,1.050786643,1.057269941,NR,NR,EC50,6631,1989,"Khangarot, B.S., and P.K. Ray",yes,outlier
91459,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,15,,1.302492293,1.059546678,1.050786643,1.057269941,<=24,YO,LC50,15923,1982,"Qureshi, A.A., K.W. Flood, S.R. Thompson, S.M. Janhurst, C.S. Inniss, and D.A. Rokosh",no,
53167,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,18,45,0.568147303,0.468549515,1.050786643,1.057269941,12,NR,EC50,2022,1972,"Biesinger, K.E., and G.M. Christensen",no,
211788,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,20,,-0.07076129,-0.074793861,1.050786643,1.057269941,<24,NE,LC50,49794,2000,"Guilhermino, L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares",no,
186267,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,20,,0.044680866,0.040648295,1.050786643,1.057269941,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
118287,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,20,,0.869515642,0.865483071,1.050786643,1.057269941,NR,JV,EC50,6516,1993,"Janssen, C.R., and G. Persoone",no,
186269,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,20,,0.873841873,0.869809302,1.050786643,1.057269941,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
116339,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,20,,0.904105018,0.900072447,1.050786643,1.057269941,<24,NR,LC50,5679,1992,"Oikari, A., J. Kukkonen, and V. Virtanen",no,
186265,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,20,,0.922653744,0.918621173,1.050786643,1.057269941,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
201245,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,21.5,185,0.779025856,0.846667198,1.050786643,1.057269941,<24,NR,EC50,18379,1985,"Adams, W.J., and B.B. Heidolph",no,
99702,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,2,23,,0.851766949,0.991082204,1.050786643,1.057269941,<24,LV,EC50,12258,1986,"Elnabarawy, M.T., A.N. Welter, and R.R. Robideau",no,
195723,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,3,,,1.545803505,1.718060111,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",no,
195718,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,3,,,1.91596489,2.088221497,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",no,
195724,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,4,,,1.545803505,1.843139273,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",yes,Repetition in the same reference for different conditions
195719,Hg,Cladocera,Daphniidae,Daphnia,Daphnia magna,4,,,1.894221229,2.191556997,1.050786643,1.057269941,NR,NR,LC50,2052,1960,"Cabejszek, I., and M. Stasiak",no,
43388,Hg,Cladocera,Daphniidae,Daphnia,Daphnia pulex,1,20,,2.207099738,1.901698828,0.84276941,1.057269941,<24,NR,EC50,16385,1995,"Lilius, H., T. Hastbacka, and B. Isomaa",no,
170590,Hg,Cladocera,Daphniidae,Daphnia,Daphnia pulex,1,21,,0.955315034,0.697696732,0.84276941,1.057269941,>=6,NR,LC50,3402,1976,"Lee, D.R.",no,
28046,Hg,Cladocera,Daphniidae,Daphnia,Daphnia pulex,2,,,0.342807548,0.338774977,0.84276941,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
24839,Hg,Cladocera,Daphniidae,Daphnia,Daphnia pulex,2,,,0.342807548,0.338774977,0.84276941,1.057269941,<1,NR,LC50,2017,1978,"Canton, J.H., and D.M.M. Adema",no,
118307,Hg,Cladocera,Daphniidae,Daphnia,Daphnia pulex,2,20,127,1.39184402,1.387811449,0.84276941,1.057269941,NR,AD,LC50,7195,1990,"Jindal, R., and A. Verma",no,
170591,Hg,Cladocera,Daphniidae,Daphnia,Daphnia pulex,2,21,,0.602736679,0.646486716,0.84276941,1.057269941,>=6,NR,LC50,3402,1976,"Lee, D.R.",no,
99703,Hg,Cladocera,Daphniidae,Daphnia,Daphnia pulex,2,23,,0.448826935,0.58814219,0.84276941,1.057269941,<24,LV,EC50,12258,1986,"Elnabarawy, M.T., A.N. Welter, and R.R. Robideau",no,
114923,Hg,Cladocera,Daphniidae,Daphnia,Daphnia rosea,2,18,,1.317176259,1.21757847,1.330174794,1.057269941,NR,JV,EC50,10724,1984,"Lalande, M., and B. Pinel-Alloul",no,
114922,Hg,Cladocera,Daphniidae,Daphnia,Daphnia rosea,2,18,,1.542368907,1.442771119,1.330174794,1.057269941,NR,AD,EC50,10724,1984,"Lalande, M., and B. Pinel-Alloul",no,
113138,Hg,Cladocera,Daphniidae,Daphnia,Daphnia similis,4,29,,1.78014981,2.507529056,2.534738435,1.057269941,NR,AD,LC50,3945,1990,"Soundrapandian, S., and K. Venkataraman",no,
113137,Hg,Cladocera,Daphniidae,Daphnia,Daphnia similis,4,29,,1.834568567,2.561947814,2.534738435,1.057269941,NR,AD,LC50,3945,1990,"Soundrapandian, S., and K. Venkataraman",no,
45797,Hg,Cladocera,Daphniidae,Daphnia,Daphnia sp.,1,30,114,2.376357339,2.548782516,2.574387524,1.057269941,NR,NR,LC50,5358,1980,"Qureshi, S.A., A.B. Saksena, and V.P. Singh",no,
45798,Hg,Cladocera,Daphniidae,Daphnia,Daphnia sp.,2,30,114,2.126199015,2.599992531,2.574387524,1.057269941,NR,NR,LC50,5358,1980,"Qureshi, S.A., A.B. Saksena, and V.P. Singh",no,
